uniprot_ID	reviewed	uniprot_name	protein	gene_name_long	organism	refseq	length	locus_tag	pathway	go_ids	go_bp	localization
O05248	reviewed	YUGP_BACSU	Putative membrane protease YugP (EC 3.4.24.-)	yugP BSU31310	Bacillus subtilis 168	NP_391009.1; NC_000964.3.;WP_003228889.1; NZ_JNCM01000033.1.;	225	BSU31310	NA	GO:0005886; GO:0006508; GO:0008237; GO:0046872	proteolysis [GO:0006508]	inner membrane
O05254	reviewed	NUPP_BACSU	Guanosine ABC transporter permease protein NupP	nupP yufP BSU31560	Bacillus subtilis 168	NP_391034.1; NC_000964.3.;WP_003243735.1; NZ_JNCM01000033.1.;	348	BSU31560	NA	GO:0005886; GO:0022857	NA	inner membrane
O05255	reviewed	NUPQ_BACSU	Guanosine ABC transporter permease protein NupQ	nupQ yufQ BSU31570	Bacillus subtilis 168	NP_391035.1; NC_000964.3.;WP_003228827.1; NZ_JNCM01000033.1.;	319	BSU31570	NA	GO:0005886; GO:0022857	NA	inner membrane
O05261	reviewed	YULB_BACSU	Uncharacterized HTH-type transcriptional regulator YulB	yulB BSU31210	Bacillus subtilis 168	NP_390999.1; NC_000964.3.;WP_009968057.1; NZ_JNCM01000033.1.;	258	BSU31210	NA	GO:0003677; GO:0003700	NA	unknown
O05267	reviewed	YUMB_BACSU	NADH dehydrogenase-like protein YumB (EC 1.6.-.-)	yumB BSU32100	Bacillus subtilis 168	NP_391090.1; NC_000964.3.;WP_010886605.1; NZ_JNCM01000033.1.;	406	BSU32100	NA	GO:0003955; GO:0019646	aerobic electron transport chain [GO:0019646]	unknown
O05389	reviewed	YRBE_BACSU	Uncharacterized oxidoreductase YrbE (EC 1.-.-.-)	yrbE BSU27770	Bacillus subtilis 168	NP_390655.1; NC_000964.3.;WP_004398990.1; NZ_JNCM01000036.1.;	341	BSU27770	NA	GO:0000166; GO:0005737; GO:0006740; GO:0016491	NADPH regeneration [GO:0006740]	unknown
O05390	reviewed	CSBX_BACSU	Alpha-ketoglutarate permease	csbX BSU27760	Bacillus subtilis 168	NP_390654.2; NC_000964.3.;WP_003246197.1; NZ_JNCM01000036.1.;	435	BSU27760	NA	GO:0005886; GO:0022857	NA	inner membrane
O05392	reviewed	RUVA_BACSU	Holliday junction branch migration complex subunit RuvA	ruvA BSU27740	Bacillus subtilis 168	NP_390652.1; NC_000964.3.;WP_003229717.1; NZ_JNCM01000036.1.;	201	BSU27740	NA	GO:0000400; GO:0005524; GO:0005737; GO:0006281; GO:0006310; GO:0009378; GO:0009379; GO:0048476	DNA recombination [GO:0006310]; DNA repair [GO:0006281]	cytoplasm
O05399	reviewed	YRHG_BACSU	Uncharacterized transporter YrhG	yrhG BSU27200	Bacillus subtilis 168	NP_390598.1; NC_000964.3.;WP_003229815.1; NZ_JNCM01000036.1.;	266	BSU27200	NA	GO:0005886; GO:0015499; GO:0015513; GO:0015707; GO:0015724	formate transport [GO:0015724]; nitrite transport [GO:0015707]	inner membrane
O05400	reviewed	YRHH_BACSU	Putative methyltransferase YrhH (EC 2.1.1.-)	yrhH BSU27180	Bacillus subtilis 168	NP_390596.1; NC_000964.3.;WP_004398716.1; NZ_JNCM01000036.1.;	180	BSU27180	NA	GO:0008168; GO:0008757; GO:0032259	methylation [GO:0032259]	unknown
O05402	reviewed	YRHL_BACSU	Putative peptidoglycan O-acetyltransferase YrhL (EC 2.3.1.-)	yrhL BSU27140	Bacillus subtilis 168	NP_390592.1; NC_000964.3.;WP_004398729.1; NZ_JNCM01000036.1.;	634	BSU27140	NA	GO:0005886; GO:0009103; GO:0016020; GO:0016747	lipopolysaccharide biosynthetic process [GO:0009103]	inner membrane
O05406	reviewed	YRHP_BACSU	Uncharacterized membrane protein YrhP	yrhP BSU27100	Bacillus subtilis 168	NP_390588.1; NC_000964.3.;WP_003229828.1; NZ_JNCM01000036.1.;	210	BSU27100	NA	GO:0005886; GO:0006865; GO:0015171; GO:0042970	amino acid transport [GO:0006865]	inner membrane
O05407	reviewed	YRAO_BACSU	Uncharacterized transporter YraO	yraO BSU26860	Bacillus subtilis 168	NP_390563.1; NC_000964.3.;WP_003246029.1; NZ_JNCM01000036.1.;	438	BSU26860	NA	GO:0005886; GO:0006101; GO:0015137; GO:0015293; GO:0022857; GO:0055085	citrate metabolic process [GO:0006101]; transmembrane transport [GO:0055085]	inner membrane
O05408	reviewed	YRPG_BACSU	Uncharacterized oxidoreductase YrpG (EC 1.-.-.-)	yrpG BSU26850	Bacillus subtilis 168	NP_390562.2; NC_000964.3.;WP_004398762.1; NZ_JNCM01000036.1.;	326	BSU26850	NA	GO:0005829; GO:0016491	NA	unknown
O05409	reviewed	SIGZ_BACSU	RNA polymerase sigma factor SigZ	sigZ BSU26840	Bacillus subtilis 168	NP_390561.1; NC_000964.3.;WP_004398507.1; NZ_JNCM01000036.1.;	176	BSU26840	NA	GO:0003677; GO:0006352; GO:0006355; GO:0016987	DNA-templated transcription initiation [GO:0006352]; regulation of DNA-templated transcription [GO:0006355]	unknown
O05410	reviewed	YRPE_BACSU	Probable metal-binding protein YrpE	yrpE BSU26830	Bacillus subtilis 168	NP_390560.1; NC_000964.3.;WP_003229858.1; NZ_JNCM01000036.1.;	251	BSU26830	NA	GO:0008270	NA	unknown
O05413	reviewed	NMO_BACSU	Probable nitronate monooxygenase (NMO) (EC 1.13.12.-) (Propionate 3-nitronate monooxygenase) (P3N monooxygenase)	yrpB BSU26800	Bacillus subtilis 168	NP_390557.1; NC_000964.3.;WP_003229861.1; NZ_JNCM01000036.1.;	347	BSU26800	NA	GO:0000166; GO:0009636; GO:0018580	response to toxic substance [GO:0009636]	unknown
O05493	reviewed	YDHB_BACSU	Probable membrane transporter protein YdhB	ydhB BSU05690	Bacillus subtilis 168	NP_388450.2; NC_000964.3.;WP_003234130.1; NZ_JNCM01000031.1.;	245	BSU05690	NA	GO:0005886	NA	inner membrane
O05494	reviewed	YDHC_BACSU	Uncharacterized HTH-type transcriptional regulator YdhC	ydhC BSU05700	Bacillus subtilis 168	NP_388451.1; NC_000964.3.;WP_003234129.1; NZ_JNCM01000031.1.;	224	BSU05700	NA	GO:0003700; GO:0043565	NA	unknown
O05496	reviewed	YDHE_BACSU	Uncharacterized UDP-glucosyltransferase YdhE (EC 2.4.1.-)	ydhE BSU05720	Bacillus subtilis 168	NP_388453.2; NC_000964.3.;WP_003234124.1; NZ_JNCM01000031.1.;	395	BSU05720	NA	GO:0008194; GO:0009058; GO:0016758	biosynthetic process [GO:0009058]	unknown
O05497	reviewed	YDHF_BACSU	Uncharacterized protein YdhF	ydhF BSU05730	Bacillus subtilis 168	NP_388454.1; NC_000964.3.;WP_003244238.1; NZ_JNCM01000031.1.;	236	BSU05730	NA	NA	NA	unknown
O05519	reviewed	YDIF_BACSU	Putative ATP-binding protein YdiF	ydiF BSU05950	Bacillus subtilis 168	NP_388476.2; NC_000964.3.;WP_003244150.1; NZ_JNCM01000032.1.;	642	BSU05950	NA	GO:0003677; GO:0005524; GO:0016887	NA	unknown
O05521	reviewed	REX_BACSU	Redox-sensing transcriptional repressor Rex	rex ydiH BSU05970	Bacillus subtilis 168	NP_388478.1; NC_000964.3.;WP_003234073.1; NZ_JNCM01000032.1.;	215	BSU05970	NA	GO:0003677; GO:0003700; GO:0005737; GO:0045892; GO:0051775	negative regulation of DNA-templated transcription [GO:0045892]; response to redox state [GO:0051775]	cytoplasm
O05524	reviewed	YDIK_BACSU	Uncharacterized lipoprotein YdiK	ydiK BSU06000	Bacillus subtilis 168	NP_388481.1; NC_000964.3.;WP_003225680.1; NZ_JNCM01000032.1.;	63	BSU06000	NA	GO:0005886	NA	inner membrane
O05525	reviewed	YDIL_BACSU	Putative membrane peptidase YdiL (EC 3.4.-.-) (Putative CAAX prenyl protease)	ydiL BSU06010	Bacillus subtilis 168	NP_388482.1; NC_000964.3.;WP_003234069.1; NZ_JNCM01000032.1.;	244	BSU06010	NA	GO:0004222; GO:0005886; GO:0071586	CAAX-box protein processing [GO:0071586]	inner membrane
O06005	reviewed	AAPA_BACSU	Amino-acid permease AapA	aapA BSU27090	Bacillus subtilis 168	NP_390587.2; NC_000964.3.;WP_010886581.1; NZ_JNCM01000036.1.;	462	BSU27090	NA	GO:0005886; GO:0006865; GO:0055085	amino acid transport [GO:0006865]; transmembrane transport [GO:0055085]	inner membrane
O06012	reviewed	ADHB_BACSU	Uncharacterized zinc-type alcohol dehydrogenase-like protein AdhB (EC 1.-.-.-)	adhB BSU26970	Bacillus subtilis 168	NP_390574.2; NC_000964.3.;WP_003229843.1; NZ_JNCM01000036.1.;	378	BSU26970	NA	GO:0008270; GO:0016491	NA	unknown
O06473	reviewed	YFMO_BACSU	Multidrug efflux protein YfmO	yfmO BSU07400	Bacillus subtilis 168	NP_388621.1; NC_000964.3.;WP_003233759.1; NZ_JNCM01000032.1.;	396	BSU07400	NA	GO:0005886; GO:0006825; GO:0022857	copper ion transport [GO:0006825]	inner membrane
O06474	reviewed	YFMP_BACSU	HTH-type transcriptional regulator YfmP	yfmP BSU07390	Bacillus subtilis 168	NP_388620.1; NC_000964.3.;WP_003243655.1; NZ_JNCM01000032.1.;	140	BSU07390	NA	GO:0003677; GO:0003700	NA	unknown
O06476	reviewed	YFMR_BACSU	Uncharacterized ABC transporter ATP-binding protein YfmR (EC 7.-.-.-)	yfmR BSU07370	Bacillus subtilis 168	NP_388618.1; NC_000964.3.;WP_003244423.1; NZ_JNCM01000032.1.;	629	BSU07370	NA	GO:0003677; GO:0005524; GO:0016887	NA	unknown
O06477	reviewed	YFMS_BACSU	Putative sensory transducer protein YfmS (Methyl-accepting chemotaxis protein)	yfmS BSU07360	Bacillus subtilis 168	NP_388617.1; NC_000964.3.;WP_003233767.1; NZ_JNCM01000032.1.;	286	BSU07360	NA	GO:0007165; GO:0016020	signal transduction [GO:0007165]	unknown
O06480	reviewed	YFNB_BACSU	Putative HAD-hydrolase YfnB (EC 3.-.-.-)	yfnB BSU07330	Bacillus subtilis 168	NP_388614.1; NC_000964.3.;WP_003244307.1; NZ_JNCM01000032.1.;	235	BSU07330	NA	GO:0008253	NA	unknown
O06481	reviewed	YFNC_BACSU	Uncharacterized MFS-type transporter YfnC	yfnC BSU07320	Bacillus subtilis 168	NP_388613.1; NC_000964.3.;WP_003243467.1; NZ_JNCM01000032.1.;	409	BSU07320	NA	GO:0005886; GO:0022857	NA	inner membrane
O06485	reviewed	YFNG_BACSU	Putative sugar dehydratase/epimerase YfnG	yfnG BSU07280	Bacillus subtilis 168	NP_388609.1; NC_000964.3.;WP_003244102.1; NZ_JNCM01000032.1.;	322	BSU07280	NA	GO:0008460; GO:0010253; GO:0010280; GO:0050377; GO:0051555	flavonol biosynthetic process [GO:0051555]; UDP-rhamnose biosynthetic process [GO:0010253]	unknown
O06486	reviewed	RFBF_BACSU	Probable glucose-1-phosphate cytidylyltransferase (EC 2.7.7.33) (CDP-glucose pyrophosphorylase)	yfnH BSU07270	Bacillus subtilis 168	NP_388608.1; NC_000964.3.;WP_003244408.1; NZ_JNCM01000032.1.;	254	BSU07270	NA	GO:0000166; GO:0009058; GO:0046872; GO:0047343	biosynthetic process [GO:0009058]	unknown
O06489	reviewed	YETM_BACSU	Putative FAD-dependent monooxygenase YetM (EC 1.14.-.-)	yetM yfnL BSU07230	Bacillus subtilis 168	NP_388604.1; NC_000964.3.;WP_003243182.1; NZ_JNCM01000032.1.;	369	BSU07230	NA	GO:0004497; GO:0071949	NA	unknown
O06716	reviewed	GERPF_BACSU	Probable spore germination protein GerPF	gerPF yisC BSU10670	Bacillus subtilis 168	NP_388948.1; NC_000964.3.;WP_003233096.1; NZ_JNCM01000035.1.;	72	BSU10670	NA	GO:0030435	sporulation resulting in formation of a cellular spore [GO:0030435]	unknown
O06717	reviewed	GERPE_BACSU	Probable spore germination protein GerPE	gerPE yisD BSU10680	Bacillus subtilis 168	NP_388949.1; NC_000964.3.;WP_010886467.1; NZ_JNCM01000035.1.;	133	BSU10680	NA	GO:0030435	sporulation resulting in formation of a cellular spore [GO:0030435]	unknown
O06718	reviewed	GERPD_BACSU	Probable spore germination protein GerPD	gerPD yisE BSU10690	Bacillus subtilis 168	NP_388950.1; NC_000964.3.;WP_003233093.1; NZ_JNCM01000035.1.;	58	BSU10690	NA	GO:0030435	sporulation resulting in formation of a cellular spore [GO:0030435]	unknown
O06719	reviewed	GERPC_BACSU	Probable spore germination protein GerPC	gerPC yisF BSU10700	Bacillus subtilis 168	NP_388951.1; NC_000964.3.;WP_003245548.1; NZ_JNCM01000035.1.;	205	BSU10700	NA	GO:0030435	sporulation resulting in formation of a cellular spore [GO:0030435]	unknown
O06720	reviewed	GERPB_BACSU	Probable spore germination protein GerPB	gerPB yisG BSU10710	Bacillus subtilis 168	NP_388952.1; NC_000964.3.;WP_003233090.1; NZ_JNCM01000035.1.;	77	BSU10710	NA	GO:0030435	sporulation resulting in formation of a cellular spore [GO:0030435]	unknown
O06721	reviewed	GERPA_BACSU	Probable spore germination protein GerPA	gerPA yisH BSU10720	Bacillus subtilis 168	NP_388953.1; NC_000964.3.;WP_003233088.1; NZ_JNCM01000035.1.;	73	BSU10720	NA	GO:0030435	sporulation resulting in formation of a cellular spore [GO:0030435]	unknown
O06722	reviewed	YISI_BACSU	Aspartyl-phosphate phosphatase YisI (EC 3.1.3.-) (Stage 0 sporulation regulatory protein YisI)	yisI BSU10730	Bacillus subtilis 168	NP_388954.1; NC_000964.3.;WP_003233086.1; NZ_JNCM01000035.1.;	56	BSU10730	NA	GO:0016787; GO:0030435; GO:0043937; GO:0046983	regulation of sporulation [GO:0043937]; sporulation resulting in formation of a cellular spore [GO:0030435]	unknown
O06724	reviewed	YISK_BACSU	Uncharacterized protein YisK	yisK BSU10750	Bacillus subtilis 168	NP_388956.1; NC_000964.3.;WP_003245441.1; NZ_JNCM01000035.1.;	301	BSU10750	NA	GO:0018773; GO:0046872	NA	unknown
O06730	reviewed	YISU_BACSU	Putative amino-acid transporter YisU	yisU BSU10870	Bacillus subtilis 168	NP_388967.1; NC_000964.3.;WP_009966965.1; NZ_JNCM01000035.1.;	220	BSU10870	NA	GO:0005886; GO:0006865; GO:0015171	amino acid transport [GO:0006865]	inner membrane
O06734	reviewed	YISY_BACSU	AB hydrolase superfamily protein YisY (EC 3.-.-.-)	yisY BSU10900	Bacillus subtilis 168	NP_388971.1; NC_000964.3.;WP_003245141.1; NZ_JNCM01000035.1.;	268	BSU10900	NA	GO:0016787	NA	unknown
O06736	reviewed	SAT2_BACSU	Probable sulfate adenylyltransferase (EC 2.7.7.4) (ATP-sulfurylase) (Sulfate adenylate transferase) (SAT)	yitA BSU10920	Bacillus subtilis 168	NP_388973.2; NC_000964.3.;WP_003233054.1; NZ_JNCM01000035.1.;	389	BSU10920	PATHWAY: Sulfur metabolism; hydrogen sulfide biosynthesis; sulfite from sulfate: step 1/3.	GO:0000103; GO:0004781; GO:0005524; GO:0070814	hydrogen sulfide biosynthetic process [GO:0070814]; sulfate assimilation [GO:0000103]	unknown
O06738	reviewed	COMB_BACSU	Probable 2-phosphosulfolactate phosphatase (EC 3.1.3.71)	comB yitC BSU10940	Bacillus subtilis 168	NP_388975.1; NC_000964.3.;WP_003233050.1; NZ_JNCM01000035.1.;	228	BSU10940	NA	GO:0000287; GO:0050532; GO:0050545	NA	unknown
O06739	reviewed	PSLS_BACSU	Phosphosulfolactate synthase (EC 4.4.1.19) ((2R)-phospho-3-sulfolactate synthase) (PSL synthase)	yitD BSU10950	Bacillus subtilis 168	NP_388976.1; NC_000964.3.;WP_003233048.1; NZ_JNCM01000035.1.;	252	BSU10950	NA	GO:0043817	NA	unknown
O06743	reviewed	YITH_BACSU	Uncharacterized N-acetyltransferase YitH (EC 2.3.1.-)	yitH BSU10990	Bacillus subtilis 168	NP_388980.1; NC_000964.3.;WP_003244917.1; NZ_JNCM01000035.1.;	282	BSU10990	NA	GO:0016747	NA	unknown
O06744	reviewed	YITI_BACSU	Uncharacterized N-acetyltransferase YitI (EC 2.3.1.-)	yitI BSU11000	Bacillus subtilis 168	NP_388981.1; NC_000964.3.;WP_009966973.1; NZ_JNCM01000035.1.;	149	BSU11000	NA	GO:0008080	NA	unknown
O06747	reviewed	YITL_BACSU	Uncharacterized protein YitL	yitL BSU11030	Bacillus subtilis 168	NP_388984.1; NC_000964.3.;WP_010886474.1; NZ_JNCM01000035.1.;	298	BSU11030	NA	GO:0003676	NA	unknown
O06748	reviewed	YITM_BACSU	Uncharacterized protein YitM	yitM BSU11040	Bacillus subtilis 168	NP_388985.1; NC_000964.3.;WP_003244950.1; NZ_JNCM01000035.1.;	194	BSU11040	NA	GO:0016020	NA	unknown
O06750	reviewed	YITO_BACSU	Uncharacterized protein YitO	yitO BSU11055 BSU11050/BSU11060	Bacillus subtilis 168	NP_388987.2; NC_000964.3.;WP_003233028.1; NZ_JNCM01000035.1.;	309	BSU11055	NA	GO:0005886	NA	inner membrane
O06972	reviewed	YVCI_BACSU	Uncharacterized Nudix hydrolase YvcI (EC 3.6.-.-)	yvcI BSU34780	Bacillus subtilis 168	NP_391358.1; NC_000964.3.;WP_010886622.1; NZ_JNCM01000033.1.;	158	BSU34780	NA	GO:0016787; GO:0046872	NA	unknown
O06973	reviewed	YVCJ_BACSU	Nucleotide-binding protein YvcJ	yvcJ BSU34770	Bacillus subtilis 168	NP_391357.1; NC_000964.3.;WP_003243903.1; NZ_JNCM01000033.1.;	295	BSU34770	NA	GO:0005524; GO:0005525	NA	unknown
O06977	reviewed	YVCN_BACSU	Uncharacterized acetyltransferase YvcN (EC 2.3.1.-)	yvcN BSU34730	Bacillus subtilis 168	NP_391353.1; NC_000964.3.;WP_009968228.1; NZ_JNCM01000033.1.;	254	BSU34730	NA	GO:0004060	NA	unknown
O06980	reviewed	YVCR_BACSU	Uncharacterized ABC transporter ATP-binding protein YvcR (EC 7.-.-.-)	yvcR BSU34700	Bacillus subtilis 168	NP_391350.1; NC_000964.3.;WP_003228167.1; NZ_JNCM01000033.1.;	259	BSU34700	NA	GO:0005524; GO:0005886; GO:0016887; GO:0022857; GO:0055085	transmembrane transport [GO:0055085]	unknown
O06981	reviewed	YVCS_BACSU	Uncharacterized ABC transporter permease YvcS	yvcS BSU34690	Bacillus subtilis 168	NP_391349.1; NC_000964.3.;WP_003243432.1; NZ_JNCM01000033.1.;	646	BSU34690	NA	GO:0005886; GO:0055085	transmembrane transport [GO:0055085]	inner membrane
O06983	reviewed	YVDA_BACSU	Putative carbonic anhydrase YvdA (EC 4.2.1.1) (Carbonate dehydratase)	yvdA BSU34670	Bacillus subtilis 168	NP_391347.1; NC_000964.3.;WP_010886620.1; NZ_JNCM01000033.1.;	197	BSU34670	NA	GO:0004089; GO:0008270	NA	unknown
O06984	reviewed	YVDB_BACSU	Putative sulfate transporter YvdB	yvdB BSU34660	Bacillus subtilis 168	NP_391346.1; NC_000964.3.;WP_003244488.1; NZ_JNCM01000033.1.;	530	BSU34660	NA	GO:0005886; GO:0015138; GO:0015141; GO:0015183; GO:0015741; GO:0071422	fumarate transport [GO:0015741]; succinate transmembrane transport [GO:0071422]	inner membrane
O06986	reviewed	YVDD_BACSU	LOG family protein YvdD	yvdD BSU34640	Bacillus subtilis 168	NP_391344.1; NC_000964.3.;WP_003228180.1; NZ_JNCM01000033.1.;	191	BSU34640	NA	GO:0005829; GO:0009691; GO:0016799	cytokinin biosynthetic process [GO:0009691]	unknown
O06987	reviewed	YVDE_BACSU	Uncharacterized HTH-type transcriptional regulator YvdE	yvdE BSU34630	Bacillus subtilis 168	NP_391343.1; NC_000964.3.;WP_003242739.1; NZ_JNCM01000033.1.;	316	BSU34630	NA	GO:0000976; GO:0003700; GO:0006355	regulation of DNA-templated transcription [GO:0006355]	unknown
O06990	reviewed	MDXF_BACSU	Maltodextrin transport system permease protein MdxF	mdxF yvdH BSU34600	Bacillus subtilis 168	NP_391340.1; NC_000964.3.;WP_003243114.1; NZ_JNCM01000033.1.;	435	BSU34600	NA	GO:0015423; GO:0042956; GO:1990060	maltodextrin transmembrane transport [GO:0042956]	inner membrane
O06991	reviewed	MDXG_BACSU	Maltodextrin transport system permease protein MdxG	mdxG yvdI BSU34590	Bacillus subtilis 168	NP_391339.1; NC_000964.3.;WP_003242930.1; NZ_JNCM01000033.1.;	278	BSU34590	NA	GO:0005886; GO:0015423; GO:0015768; GO:0042956	maltodextrin transmembrane transport [GO:0042956]; maltose transport [GO:0015768]	inner membrane
O06992	reviewed	MALA_BACSU	Putative maltodextrin utilization protein YvdJ	yvdJ BSU34580	Bacillus subtilis 168	NP_391338.1; NC_000964.3.;WP_003243870.1; NZ_JNCM01000033.1.;	294	BSU34580	NA	GO:0005886	NA	inner membrane
O06996	reviewed	COTR_BACSU	Putative sporulation hydrolase CotR (EC 3.1.1.-)	cotR yvdO BSU34530	Bacillus subtilis 168	NP_391333.1; NC_000964.3.;WP_003243674.1; NZ_JNCM01000033.1.;	320	BSU34530	NA	GO:0016042; GO:0016787; GO:0030435	lipid catabolic process [GO:0016042]; sporulation resulting in formation of a cellular spore [GO:0030435]	unknown
O06997	reviewed	YVDP_BACSU	Uncharacterized FAD-linked oxidoreductase YvdP (EC 1.21.-.-) (Spore coat protein YvdP)	yvdP BSU34520	Bacillus subtilis 168	NP_391332.1; NC_000964.3.;WP_003228217.1; NZ_JNCM01000033.1.;	447	BSU34520	NA	GO:0016491; GO:0030435; GO:0071949	sporulation resulting in formation of a cellular spore [GO:0030435]	unknown
O06999	reviewed	YVDR_BACSU	Uncharacterized membrane protein YvdR	yvdR BSU34500	Bacillus subtilis 168	NP_391330.1; NC_000964.3.;WP_003228222.1; NZ_JNCM01000033.1.;	106	BSU34500	NA	GO:0005886; GO:0022857; GO:0055085	transmembrane transport [GO:0055085]	inner membrane
O07008	reviewed	GANR_BACSU	HTH-type transcriptional regulator GanR	ganR lacR yvfJ BSU34170	Bacillus subtilis 168	NP_391297.1; NC_000964.3.;WP_003244199.1; NZ_JNCM01000033.1.;	330	BSU34170	NA	GO:0000976; GO:0003700; GO:0006355	regulation of DNA-templated transcription [GO:0006355]	unknown
O07015	reviewed	RSBQ_BACSU	Sigma factor SigB regulation protein RsbQ	rsbQ yvfQ BSU34100	Bacillus subtilis 168	NP_391290.1; NC_000964.3.;WP_003228292.1; NZ_JNCM01000033.1.;	269	BSU34100	NA	GO:0080167	response to karrikin [GO:0080167]	unknown
O07016	reviewed	YVFR_BACSU	Uncharacterized ABC transporter ATP-binding protein YvfR (EC 7.-.-.-)	yvfR BSU34090	Bacillus subtilis 168	NP_391289.1; NC_000964.3.;WP_003228295.1; NZ_JNCM01000033.1.;	301	BSU34090	NA	GO:0005524; GO:0016887	NA	unknown
O07017	reviewed	YVFS_BACSU	Putative transport permease YvfS	yvfS BSU34080	Bacillus subtilis 168	NP_391288.1; NC_000964.3.;WP_003228297.1; NZ_JNCM01000033.1.;	245	BSU34080	NA	GO:0043190; GO:0140359	NA	inner membrane
O07019	reviewed	YVFU_BACSU	Uncharacterized transcriptional regulatory protein YvfU	yvfU BSU34060	Bacillus subtilis 168	NP_391286.1; NC_000964.3.;WP_003228302.1; NZ_JNCM01000033.1.;	200	BSU34060	NA	GO:0000160; GO:0003677; GO:0005737; GO:0006355	phosphorelay signal transduction system [GO:0000160]; regulation of DNA-templated transcription [GO:0006355]	cytoplasm
O07086	reviewed	YRDR_BACSU	Uncharacterized transporter YrdR	yrdR BSU26620	Bacillus subtilis 168	NP_390539.1; NC_000964.3.;WP_004398909.1; NZ_JNCM01000036.1.;	321	BSU26620	NA	GO:0005886	NA	inner membrane
O07513	reviewed	HIT_BACSU	Protein hit	hit yhaE BSU10030	Bacillus subtilis 168	NP_388884.1; NC_000964.3.;WP_003233231.1; NZ_JNCM01000035.1.;	145	BSU10030	NA	GO:0003824; GO:0009117	nucleotide metabolic process [GO:0009117]	unknown
O07518	reviewed	YHAJ_BACSU	Uncharacterized membrane protein YhaJ	yhaJ BSU09965 BSU09960/BSU09970	Bacillus subtilis 168	NP_388878.2; NC_000964.3.;WP_003245590.1; NZ_JNCM01000035.1.;	172	BSU09965	NA	GO:0005886	NA	inner membrane
O07520	reviewed	YHAL_BACSU	Sporulation protein YhaL	yhaL BSU09940	Bacillus subtilis 168	NP_388875.1; NC_000964.3.;WP_003233252.1; NZ_JNCM01000035.1.;	70	BSU09940	NA	GO:0005886; GO:0030435	sporulation resulting in formation of a cellular spore [GO:0030435]	inner membrane
O07522	reviewed	YHAO_BACSU	Uncharacterized metallophosphoesterase YhaO	yhaO BSU09910	Bacillus subtilis 168	NP_388872.1; NC_000964.3.;WP_003233258.1; NZ_JNCM01000035.1.;	408	BSU09910	NA	GO:0003677; GO:0004529; GO:0006281; GO:0046872	DNA repair [GO:0006281]	unknown
O07523	reviewed	YHAP_BACSU	Uncharacterized protein YhaP	yhaP BSU09900	Bacillus subtilis 168	NP_388871.2; NC_000964.3.;WP_003244912.1; NZ_JNCM01000035.1.;	419	BSU09900	NA	GO:0005886; GO:0140359	NA	inner membrane
O07527	reviewed	YHCY_BACSU	Sensor histidine kinase YhcY (EC 2.7.13.3)	yhcY BSU09320	Bacillus subtilis 168	NP_388813.1; NC_000964.3.;WP_003245750.1; NZ_JNCM01000035.1.;	379	BSU09320	NA	GO:0000155; GO:0005524; GO:0016020; GO:0046983	NA	unknown
